slope,vegetation,elevation,rainfall,soil,boulders,ruins,structures,erosion
16.0949257241451,0.16342428399545328,387.2250583061618,181.9571317125732,2,0.1376358578741958,0.16839788457767427,0.03976167457939675,1
28.277198860610362,0.6008422580086256,421.1388039737187,129.12049923013979,1,0.27863948940211286,0.17536678206221407,0.050784295212475496,1
9.125175578725726,0.1998211708014601,357.0648422994632,49.137338850582445,2,0.09972246452748201,0.17935405381201366,0.0028112395647208245,0
0.31930250673463334,0.1278735273171402,319.7619735047031,109.57376199086472,2,0.1590420100677848,0.25924764519878046,0.10333376354976656,1
43.836692577462145,0.6574348745806494,397.99341797012454,187.5513282796394,1,0.1824481265967809,0.018123211575315823,0.13021056013791682,1
2.6681475365112557,0.42522499616509446,360.050650973854,158.45928890531513,1,0.26928850507105556,0.07477909330532015,0.18949738360729174,1
7.43681119330676,0.7054067207704937,402.6750519283448,83.6638512076561,3,0.35164502490443533,0.267761600405787,0.06683306945354231,0
29.219491941739456,0.6817779501555091,446.32486657325205,183.931881305818,1,0.06068933487693662,0.0418642599615928,0.16701314331174583,1
39.96249635675962,0.6010999780506469,461.5226541765038,95.84438914417753,3,0.13447530687735493,0.035643872108344396,0.0790020841964906,0
41.51909276013236,0.12132405786940914,405.00094840317877,84.44028788853576,3,0.09601403674627412,0.2829151585195822,0.08420849094842904,1
41.98299884258695,0.5269870904420375,495.01883177000775,109.26289347863028,2,0.08645528020941728,0.13719225082400296,0.03579522178106272,1
14.174382578271528,0.8857911615517678,347.7665377755542,106.85010104009469,1,0.3163297004657712,0.1914651812703802,0.08421774929691944,0
11.939930645851899,0.4005376463871183,371.6182005755379,179.57123501787692,1,0.11043507666535646,0.19037266658617294,0.11174298949131152,1
34.05258812239366,0.6131088558882434,376.0794595321801,130.38516200955087,2,0.1177273731151075,0.1372851459557733,0.05861767189789418,1
0.791165501192097,0.9491852800621529,421.1623618953015,13.338080939655184,1,0.07430143243137666,0.1080035271661278,0.13811413540510314,0
13.40240834132793,0.14407049846958075,393.00233232362837,79.76780488624016,2,0.20442991629170493,0.03653440728613468,0.002033474218418774,1
24.21250815913937,0.6305979808929407,327.48875414835226,103.68027106279443,2,0.20560284466226542,0.2094627419993371,0.0532764912706158,0
16.22367900966176,0.8767882575755237,451.4896594873894,1.9553218245194515,2,0.3954947443046776,0.2581375347604666,0.13073846671311543,0
18.31127947249863,0.30740134757927284,315.52484053954765,23.634638127820608,2,0.007507877366962179,0.22489394617883024,0.18395417998277108,0
18.703079218190798,0.47125152059168984,385.1504246638047,12.253334903496405,2,0.4086591607842791,0.2581158560490925,0.13207754462467344,0
3.2525091409713647,0.7214423919010023,402.19477039804144,77.19395873250019,3,0.34824769086846846,0.2581248508231376,0.18255777562127398,0
42.33342482512151,0.7581660100857505,306.16404698633295,6.6247035069040505,3,0.2491321956772029,0.10336303729814623,0.13832438091130692,0
30.776043193580104,0.9058880722136672,469.6890713854591,120.02738704427603,3,0.21483953732069638,0.23570847914807588,0.030040653267672447,0
2.6569131334576364,0.6871760639545726,455.10254625489705,182.89169479287207,1,0.014100893869819775,0.06808616412073344,0.18423113058743573,1
37.783896696747775,0.1712133567368952,462.4038014607131,197.14560350722877,2,0.44421492156074427,0.18205687466041806,0.17155235317764758,1
13.123792037579992,0.7892411453581629,478.3262205370164,1.2219424367431841,1,0.10743394859179428,0.14189011121184156,0.15402142328224558,0
38.669780067319934,0.5113218269707076,321.3049243213186,0.1233578754564979,3,0.3876025239802178,0.0653890470982247,0.06654717966183443,0
17.08074347233338,0.9572401770298694,358.7324944795841,70.37962801150361,3,0.034920161042972964,0.17712126342137377,0.07690885428449112,0
1.3236618653925318,0.4906120288591639,475.7671586523407,115.55526116094764,2,0.00861068958103589,0.23461075301058676,0.1683606668402634,0
8.972366676899098,0.8059479870843701,492.3777147583441,62.06232394561218,3,0.03051939838100315,0.017459974510963792,0.12091971094344374,0
18.092522896766194,0.8973687607007822,334.0779701772046,134.73281612679116,3,0.04005816494924652,0.29526017227149653,0.1830123372739882,0
29.611252802751427,0.8237200193329515,414.81803561879224,47.451298276122536,2,0.4580802681701083,0.11410214966812146,0.08748162721268388,0
4.324564543930654,0.8650091562836463,334.29524808649705,102.53120360426354,2,0.41734082898872377,0.19741753087987732,0.11659673760378127,0
7.905138113112385,0.8064785590869025,494.04463635875265,75.4232193665541,1,0.12646264046612937,0.023221206126461547,0.07266414382347097,0
17.741470918668764,0.017156323409270424,438.4659368274554,176.06334928553136,2,0.46848657659942927,0.23155006900628367,0.1615974337445731,1
2.524482138498439,0.7056978274119954,363.77422567065344,145.49126195992426,3,0.054286703972011796,0.287540382919761,0.016373313496778907,0
3.9806726707233975,0.6097165937797396,385.00851046591237,180.97590396720312,1,0.04383746090603735,0.2901864362906651,0.060148658968331103,1
11.095015404160321,0.7233917780272804,440.30503461988496,75.29873766018223,2,0.019246980961814875,0.14866559094385098,0.18688755709948146,0
3.6430061619837284,0.24776889535896995,340.75789926509725,144.07700433753234,3,0.10514356887788229,0.21340429941764472,0.14468737627119943,1
31.318701706783216,0.46841269193411905,427.28418581755386,142.03507102601242,3,0.16624294208599194,0.1142950527127351,0.11267675846257093,1
42.896198185892395,0.7730485458081671,325.64150057469783,21.633389972044938,3,0.12075942870334194,0.07643095685355883,0.12377148288804084,0
12.647439254298094,0.7057703681567709,409.9358853102385,41.5850565926188,3,0.2786011436349641,0.268751000771223,0.03427271836257475,0
38.808567970073405,0.051179633861591856,392.6592624187379,93.76048533841026,2,0.46260071504723144,0.1633830694662952,0.042221721528387574,1
0.7629939307991906,0.7946199759931296,412.06522577794834,192.3409136461852,1,0.2396146458207612,0.006373620919579171,0.005763559108875116,1
40.66690831873616,0.5192844119049632,355.49257683823333,70.66496364550363,2,0.027720576101714134,0.25505404943051296,0.18048456054130363,0
